task,id,model,accuracy,macro_f1,per_class,confusion_matrix,eval_count,eval_duration_ms,prompt_eval_count,prompt_eval_duration_ms,total_duration_ms,wall_time_ms,output
ticket_classification,tc36,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'software_install': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'software_install': {'incident': 1, 'software_install': 0}, 'incident': {'incident': 0, 'software_install': 0}}",14,571229000,86,506487700,1269643100,3326,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc37,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'vpn': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'vpn': {'incident': 1, 'vpn': 0}, 'incident': {'incident': 0, 'vpn': 0}}",14,562567900,85,384578200,1232553100,3286,incident | problem | maintenance | access | change | password_reset |
ticket_classification,tc38,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'vpn': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'vpn': {'[maintenance]': 1, 'vpn': 0}, '[maintenance]': {'[maintenance]': 0, 'vpn': 0}}",4,136208600,82,352783700,748904100,2796,[maintenance]
ticket_classification,tc39,llama3.2:1b,0.0,0.0,"{'email': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'email': {'incident': 1, 'email': 0}, 'incident': {'email': 0, 'incident': 0}}",15,661532100,83,463830300,1363056700,3420,incident | access | maintenance | problem | change | password_reset | access
ticket_classification,tc40,llama3.2:1b,0.0,0.0,"{'email': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'email': {'incident': 1, 'email': 0}, 'incident': {'email': 0, 'incident': 0}}",2,49870500,85,472687300,736888800,2779,incident
ticket_classification,tc41,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'printer': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'printer': {'incident': 1, 'printer': 0}, 'incident': {'incident': 0, 'printer': 0}}",17,769713400,87,346209700,1336051400,3375,"incident | access 
problem | maintenance
change | password_reset 
access | incident"
ticket_classification,tc42,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'printer': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'printer': {'incident': 1, 'printer': 0}, 'incident': {'incident': 0, 'printer': 0}}",74,3101691600,86,408266500,3852723000,5892,"incident | problem | maintenance | access | change | password_reset | 
---------|--------|-------------|----------|-------|---------------| 
incident | printer jam | maintenance | access |  |  | 
problem | HP-LaserJet-5F |  |  |  |  | 
change | None       |  |  |  |  |"
ticket_classification,tc43,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'onboarding': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'onboarding': {'[maintenance]': 1, 'onboarding': 0}, '[maintenance]': {'[maintenance]': 0, 'onboarding': 0}}",4,121405000,87,377470700,710117000,2745,[maintenance]
ticket_classification,tc44,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'onboarding': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'onboarding': {'[maintenance]': 1, 'onboarding': 0}, '[maintenance]': {'[maintenance]': 0, 'onboarding': 0}}",4,140590500,86,338780000,673131900,2711,[maintenance]
ticket_classification,tc45,llama3.2:1b,0.0,0.0,"{'[problem]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'offboarding': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'offboarding': {'[problem]': 1, 'offboarding': 0}, '[problem]': {'[problem]': 0, 'offboarding': 0}}",4,121388700,82,348941900,699946100,2740,[problem]
ticket_classification,tc46,llama3.2:1b,0.0,0.0,"{'[incident]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'offboarding': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'offboarding': {'[incident]': 1, 'offboarding': 0}, '[incident]': {'[incident]': 0, 'offboarding': 0}}",4,156927800,86,465816200,815104500,2859,[incident]
ticket_classification,tc47,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'policy': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'policy': {'incident': 1, 'policy': 0}, 'incident': {'incident': 0, 'policy': 0}}",31,1299346200,83,430350300,1976912200,4026,"incident | access 
problem | policy question
maintenance | allowed apps list for BYOD iOS 
change | update to iOS 16.1.2"
ticket_classification,tc48,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'policy': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'policy': {'incident': 1, 'policy': 0}, 'incident': {'incident': 0, 'policy': 0}}",13,614206700,81,381781900,1206355600,3254,"incident | problem
access | maintenance
password_reset | change"
ticket_classification,tc49,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'knowledge': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'knowledge': {'[maintenance]': 1, 'knowledge': 0}, '[maintenance]': {'[maintenance]': 0, 'knowledge': 0}}",4,143190200,81,428875900,787373700,2839,[maintenance]
ticket_classification,tc50,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'knowledge': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'knowledge': {'incident': 1, 'knowledge': 0}, 'incident': {'incident': 0, 'knowledge': 0}}",21,1002129100,81,471926000,1720216700,3771,incident | update kb with procedure for rotating aws keys | problem | maintenance | access | password_reset |
ticket_classification,tc51,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'monitoring': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'monitoring': {'[maintenance]': 1, 'monitoring': 0}, '[maintenance]': {'[maintenance]': 0, 'monitoring': 0}}",4,117609500,82,321837000,633335300,2680,[maintenance]
ticket_classification,tc52,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'monitoring': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'monitoring': {'incident': 1, 'monitoring': 0}, 'incident': {'incident': 0, 'monitoring': 0}}",14,638363300,80,325007700,1205857300,3255,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc53,llama3.2:1b,0.0,0.0,"{'capacity': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'capacity': {'incident': 1, 'capacity': 0}, 'incident': {'capacity': 0, 'incident': 0}}",14,591905200,91,504919800,1305465600,3349,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc54,llama3.2:1b,0.0,0.0,"{'capacity': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'capacity': {'incident': 1, 'capacity': 0}, 'incident': {'capacity': 0, 'incident': 0}}",14,675001500,84,445926600,1386190100,3416,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc55,llama3.2:1b,0.0,0.0,"{'compliance': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'compliance': {'incident': 1, 'compliance': 0}, 'incident': {'compliance': 0, 'incident': 0}}",14,615313900,83,462144000,1324281500,3381,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc56,llama3.2:1b,0.0,0.0,"{'compliance': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'compliance': {'incident': 1, 'compliance': 0}, 'incident': {'compliance': 0, 'incident': 0}}",16,685456400,80,335322600,1226897300,3280,incident | access | maintenance | problem | access | change | password_reset |
ticket_classification,tc57,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'vulnerability': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'vulnerability': {'incident': 1, 'vulnerability': 0}, 'incident': {'incident': 0, 'vulnerability': 0}}",2,43348000,90,501639600,800961600,2855,incident
ticket_classification,tc58,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'vulnerability': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'vulnerability': {'incident': 1, 'vulnerability': 0}, 'incident': {'incident': 0, 'vulnerability': 0}}",1024,70248474500,86,402094600,72448272900,74493,incident | problem | change | access | maintenance | password_reset | access | password_reset | maintenance | access | password_reset | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance
ticket_classification,tc59,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'patch': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'patch': {'incident': 1, 'patch': 0}, 'incident': {'incident': 0, 'patch': 0}}",14,522128100,85,359830200,1138708200,3184,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc60,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'patch': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'patch': {'incident': 1, 'patch': 0}, 'incident': {'incident': 0, 'patch': 0}}",1024,67024275200,83,431946500,69053874300,71112,incident | problem | maintenance | access | change | password_reset | access | maintenance | access | incident | access | maintenance | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | access | maintenance | password_reset | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance | maintenance |
ticket_classification,tc61,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'license': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'license': {'incident': 1, 'license': 0}, 'incident': {'incident': 0, 'license': 0}}",14,567953000,84,336362100,1164001000,3213,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc62,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'license': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'license': {'incident': 1, 'license': 0}, 'incident': {'incident': 0, 'license': 0}}",14,570763600,83,384732700,1152165600,3196,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc63,llama3.2:1b,0.0,0.0,"{'deprecation': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'deprecation': {'incident': 1, 'deprecation': 0}, 'incident': {'deprecation': 0, 'incident': 0}}",14,534978600,85,473094100,1225665400,3273,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc64,llama3.2:1b,0.0,0.0,"{'[incident]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'deprecation': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'deprecation': {'[incident]': 1, 'deprecation': 0}, '[incident]': {'[incident]': 0, 'deprecation': 0}}",4,131524300,83,390855200,738361400,2787,[incident]
ticket_classification,tc65,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'upgrade': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'upgrade': {'incident': 1, 'upgrade': 0}, 'incident': {'incident': 0, 'upgrade': 0}}",14,518098100,88,397610400,1116938700,3163,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc66,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'upgrade': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'upgrade': {'[maintenance]': 1, 'upgrade': 0}, '[maintenance]': {'[maintenance]': 0, 'upgrade': 0}}",4,133147700,83,405783500,732089900,2778,[maintenance]
ticket_classification,tc67,llama3.2:1b,0.0,0.0,"{'automation': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'automation': {'incident': 1, 'automation': 0}, 'incident': {'automation': 0, 'incident': 0}}",62,2547897500,82,321891600,3154161500,5198,incident | access | maintenance | password_reset | change | problem | access | maintenance | password_reset | incident | access | maintenance | password_reset | access | maintenance | password_reset | maintenance | access | maintenance | password_reset | maintenance | access | maintenance | password_reset | maintenance | access | maintenance | maintenance
ticket_classification,tc68,llama3.2:1b,0.0,0.0,"{'automation': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'automation': {'incident': 1, 'automation': 0}, 'incident': {'automation': 0, 'incident': 0}}",14,576723100,84,436523300,1240256500,3286,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc69,llama3.2:1b,0.0,0.0,"{'[incident]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'alert': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'alert': {'[incident]': 1, 'alert': 0}, '[incident]': {'[incident]': 0, 'alert': 0}}",4,135308300,88,439735000,809170700,2856,[incident]
ticket_classification,tc70,llama3.2:1b,0.0,0.0,"{'alert': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'alert': {'incident': 1, 'alert': 0}, 'incident': {'alert': 0, 'incident': 0}}",77,3265321600,85,369199700,3955586600,6003,incident | access | maintenance | change | problem | password_reset | access | maintenance | change | problem | password_reset | access | password_reset | incident | access | maintenance | change | problem | maintenance | access | password_reset | access | maintenance | change | problem | maintenance | access | password_reset | access | maintenance | change | problem | maintenance | access | password_reset |
ticket_classification,tc71,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'release': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'release': {'[maintenance]': 1, 'release': 0}, '[maintenance]': {'[maintenance]': 0, 'release': 0}}",4,125367900,88,372877300,699578100,2765,[maintenance]
ticket_classification,tc72,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'release': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'release': {'incident': 1, 'release': 0}, 'incident': {'incident': 0, 'release': 0}}",1024,66785365600,82,306464600,68867188100,70925,incident | problem | maintenance | access | change | password_reset | access | maintenance | access | incident | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance
ticket_classification,tc73,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'support': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'support': {'incident': 1, 'support': 0}, 'incident': {'incident': 0, 'support': 0}}",14,595697500,84,322215300,1196037200,3253,incident | problem | maintenance | access | change | password_reset |
ticket_classification,tc74,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'support': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'support': {'incident': 1, 'support': 0}, 'incident': {'incident': 0, 'support': 0}}",21,817325900,86,365092100,1418686700,3462,"incident | problem
---------|--------
Support needed for projector setup in Conf-Orion-3F"
ticket_classification,tc75,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'question': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'question': {'incident': 1, 'question': 0}, 'incident': {'incident': 0, 'question': 0}}",57,2442619000,83,378934200,3130127800,5175,"incident | access
problem | requesting temporary admin rights on Mac
maintenance | update software to allow for temporary admin access
change | add ""Temporary Admin"" role to user account
access | users can now request temporary admin rights via the Apple Support website or by contacting support directly."
